pool_size,target,seed,pool_all,random,ranked_response_q4,ranked_response_q8,cached_mur,static_utility,relevance,mmr,oracle_static,oracle_greedy
16,0,101,0.030539970844984055,0.027961600571870804,0.01568693295121193,0.017622295767068863,0.016762960702180862,0.025121072307229042,0.026657402515411377,0.01823088899254799,0.0858583152294159,0.09914688020944595
16,0,202,0.029251888394355774,0.02605748176574707,0.009400095790624619,0.011580335907638073,0.020323894917964935,0.024920884519815445,0.01717875897884369,0.02760009840130806,0.09194187819957733,0.10110709816217422
16,27,101,0.002910566283389926,0.0008312702411785722,-0.004981037694960833,-0.0043393876403570175,-0.0028472943231463432,-0.0017220407025888562,-0.001400784938596189,-0.0008214216213673353,0.03773851320147514,0.04996246099472046
16,27,202,0.002556182211264968,0.0018606025259941816,0.0007767379283905029,-0.0011666853679344058,-0.0009041666053235531,0.0018930478254333138,0.004062317777425051,0.0010089934803545475,0.03786087408661842,0.045083120465278625
16,54,101,0.008557046763598919,0.004969771020114422,-0.002549748867750168,-0.0051115574315190315,5.015075294068083e-05,-0.0020916135981678963,-0.005838729906827211,0.002189302584156394,0.06772135943174362,0.08093511313199997
16,54,202,0.0010303129674866796,-0.000429723848355934,0.009229118004441261,0.0034982154611498117,0.01617705449461937,0.006462533492594957,-0.008379189297556877,0.003047001315280795,0.07877647131681442,0.0911126360297203
16,82,101,-0.03958583623170853,-0.04189639911055565,0.05837871506810188,0.0678040012717247,0.03560568019747734,0.01613466441631317,-0.025320779532194138,-0.019852513447403908,0.13427236676216125,0.15650300681591034
16,82,202,-0.030308788642287254,-0.03955632075667381,0.01714661717414856,0.010086926631629467,0.01151724811643362,0.00027081285952590406,-0.005249981768429279,-0.011186106130480766,0.13283321261405945,0.1542569100856781
16,109,101,0.0015810823533684015,-0.004115880932658911,-0.0011256398865953088,0.0023074019700288773,0.001791491755284369,-0.003333470318466425,-0.002580313477665186,0.0014087562449276447,0.0597698912024498,0.08046912401914597
16,109,202,-0.0056382170878350735,-0.0035702879540622234,-0.005919267423450947,-0.0048186276108026505,-0.009104711934924126,-0.006146188825368881,0.00289231538772583,0.001958040054887533,0.0571405403316021,0.07281402498483658
16,137,101,0.014040922746062279,0.003282930003479123,0.005522708874195814,0.010818677954375744,-0.003327189013361931,0.003049793653190136,-0.0013971062144264579,-0.00046632529119960964,0.1087169274687767,0.1263894885778427
16,137,202,0.02378745563328266,0.011602676473557949,0.013424691744148731,0.018034163862466812,0.00851165596395731,0.012506441213190556,0.016174789518117905,0.015564854256808758,0.10727857798337936,0.12268295139074326
16,164,101,0.021213017404079437,0.008084959350526333,0.007419296074658632,0.01247483678162098,0.009206835180521011,0.007378923706710339,0.005483859218657017,0.006703880149871111,0.10523244738578796,0.12394549697637558
16,164,202,0.00926080159842968,0.000994007452391088,0.007206240203231573,0.0052380189299583435,0.0007449209806509316,-0.01333654671907425,-0.005839737132191658,-0.001903484226204455,0.09471973776817322,0.10817677527666092
16,192,101,0.007920192554593086,0.00033595311106182635,-0.007538719568401575,-0.0045305946841835976,-0.00013551212032325566,0.0016288101905956864,0.0011787388939410448,-0.002296942286193371,0.07317694276571274,0.08651948720216751
16,192,202,0.014418023638427258,0.011434920132160187,-0.00031298137037083507,-0.0002896689111366868,0.0014274506829679012,0.006748843006789684,0.007351785432547331,0.008183677680790424,0.08841802179813385,0.10432352870702744
32,0,101,0.03191911056637764,0.025032807141542435,0.020822735503315926,0.02373562753200531,0.015147072263062,0.026722777634859085,0.030745655298233032,0.01802896149456501,0.10110624134540558,0.11480280756950378
32,0,202,0.03996092826128006,0.029689569026231766,0.017595650628209114,0.020587779581546783,0.02389461174607277,0.019381292164325714,0.0210074745118618,0.020151212811470032,0.10497064143419266,0.11932945996522903
32,27,101,-0.00209600361995399,-0.0028828128706663847,-0.007424935232847929,-0.007627697195857763,-0.006008499301970005,-0.005499362014234066,-0.00209097471088171,-0.00271236221306026,0.044719915837049484,0.05849682539701462
