redundancy,state_conditioning_headroom_mean,state_conditioning_headroom_std,mur_estimation_gap_mean,mur_estimation_gap_std,mur_headroom_recovery_mean,mur_headroom_recovery_std
0.5,0.11329483,0.00378609,0.15889276,0.01520148,-0.40446083,0.15220490
