redundancy,state_conditioning_headroom_mean,state_conditioning_headroom_std,mur_estimation_gap_mean,mur_estimation_gap_std,mur_headroom_recovery_mean,mur_headroom_recovery_std
0.5,0.26931433,0.00451536,0.39357494,0.00633568,-0.46171018,0.03338318
