redundancy,state_conditioning_headroom_mean,state_conditioning_headroom_std,mur_estimation_gap_mean,mur_estimation_gap_std,mur_headroom_recovery_mean,mur_headroom_recovery_std
0.5,-0.00000000,0.00000000,0.02484426,0.00277880,-4092062629.08647394,5149376758.39224911
