redundancy,state_conditioning_headroom_mean,state_conditioning_headroom_std,mur_estimation_gap_mean,mur_estimation_gap_std,mur_headroom_recovery_mean,mur_headroom_recovery_std
0.5,0.30482439,0.00535194,0.51171276,0.00488139,-0.67912353,0.03323252
