redundancy,state_conditioning_headroom_mean,state_conditioning_headroom_std,mur_estimation_gap_mean,mur_estimation_gap_std,mur_headroom_recovery_mean,mur_headroom_recovery_std
0.5,0.21533253,0.00294082,0.28049677,0.01169010,-0.30290434,0.05981411
