dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
PEMS04,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,0,101,pool_all,0.06059023,0.32300000,-0.41694951,16.00000000
PEMS04,0,101,relevance,0.02852832,0.27850000,0.11746277,4.00000000
PEMS04,0,101,mmr,0.02748535,0.29600000,0.07258855,4.00000000
PEMS04,0,101,static_utility,0.03890139,0.31650000,-0.01139264,4.00000000
PEMS04,0,101,cached_mur,0.03804737,0.33850000,-0.01796380,3.62000000
PEMS04,0,101,oneshot_response,0.06245819,0.26150000,0.01707780,3.88150000
PEMS04,0,101,oracle_static,0.08328017,0.04850000,0.81158352,3.97950000
PEMS04,0,101,oracle_greedy,0.08687320,0.00000000,1.00000000,3.96100000
PEMS04,0,101,ranked_response_q4,0.05330458,0.23900000,0.05230107,3.08850000
PEMS04,27,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,27,101,pool_all,0.02953417,0.32600000,-0.75202644,16.00000000
PEMS04,27,101,relevance,-0.00342483,0.64000000,-0.47683471,4.00000000
PEMS04,27,101,mmr,-0.00331665,0.61250000,-0.57001638,4.00000000
PEMS04,27,101,static_utility,0.02429031,0.34050000,-0.33298370,4.00000000
PEMS04,27,101,cached_mur,0.02413819,0.33050000,-0.23037452,3.39700000
PEMS04,27,101,oneshot_response,0.02826966,0.33800000,-1.01378131,3.82850000
PEMS04,27,101,oracle_static,0.05101273,0.14150000,0.48433229,3.96250000
PEMS04,27,101,oracle_greedy,0.05821258,0.00000000,1.00000000,3.86450000
PEMS04,27,101,ranked_response_q4,0.02878569,0.29900000,-0.61238557,3.54550000
PEMS04,55,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,55,101,pool_all,0.04780967,0.36300000,-0.33992395,16.00000000
PEMS04,55,101,relevance,0.02465438,0.30500000,0.06983410,4.00000000
PEMS04,55,101,mmr,0.02463710,0.32700000,0.06011953,4.00000000
PEMS04,55,101,static_utility,0.02876364,0.33900000,-0.02321558,4.00000000
PEMS04,55,101,cached_mur,0.03288566,0.32050000,0.01865170,3.74450000
PEMS04,55,101,oneshot_response,0.05574417,0.28800000,-0.04001475,3.70350000
PEMS04,55,101,oracle_static,0.09298492,0.03000000,0.86092621,3.97950000
PEMS04,55,101,oracle_greedy,0.09749170,0.00000000,1.00000000,3.95900000
PEMS04,55,101,ranked_response_q4,0.04536520,0.23150000,0.07047845,2.96850000
PEMS04,83,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,83,101,pool_all,0.03856568,0.43450000,-1.39502323,16.00000000
PEMS04,83,101,relevance,0.01157408,0.38200000,-0.06258410,4.00000000
PEMS04,83,101,mmr,0.00879596,0.40100000,-0.15314862,4.00000000
PEMS04,83,101,static_utility,0.03443062,0.45150000,-0.33212700,4.00000000
PEMS04,83,101,cached_mur,0.03072722,0.41550000,-0.26017648,2.82050000
PEMS04,83,101,oneshot_response,0.04774408,0.36650000,-0.56264013,3.74250000
PEMS04,83,101,oracle_static,0.07279897,0.11200000,0.62770414,3.96850000
PEMS04,83,101,oracle_greedy,0.08047957,0.00000000,1.00000000,3.92250000
PEMS04,83,101,ranked_response_q4,0.04860916,0.27750000,-0.12919226,2.71150000
PEMS04,111,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,111,101,pool_all,0.01895246,0.35600000,-1.05728662,16.00000000
PEMS04,111,101,relevance,-0.00102328,0.56650000,-0.15981235,4.00000000
PEMS04,111,101,mmr,0.00674435,0.42200000,-0.11651362,4.00000000
PEMS04,111,101,static_utility,0.01290618,0.32350000,-0.25576979,4.00000000
PEMS04,111,101,cached_mur,0.01465876,0.28450000,-0.08693525,3.32850000
PEMS04,111,101,oneshot_response,0.02262102,0.32950000,-0.73629588,3.85950000
PEMS04,111,101,oracle_static,0.03552739,0.13400000,0.54067773,3.96600000
PEMS04,111,101,oracle_greedy,0.03903846,0.00000000,1.00000000,3.90300000
PEMS04,111,101,ranked_response_q4,0.02047637,0.29150000,-0.49967536,3.54200000
PEMS04,139,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
PEMS04,139,101,pool_all,0.03014998,0.33050000,-2.62714815,16.00000000
PEMS04,139,101,relevance,0.00186025,0.42600000,-0.06560370,4.00000000
PEMS04,139,101,mmr,0.00954016,0.33000000,-0.23317441,4.00000000
PEMS04,139,101,static_utility,0.01994819,0.29550000,-0.58578187,4.00000000
PEMS04,139,101,cached_mur,0.02011321,0.30550000,-0.48318622,3.76600000
PEMS04,139,101,oneshot_response,0.03152042,0.28550000,-1.66476071,3.92950000
